Circuit: * C:\Users\Sameer\Desktop\DFTBA\Projects\Inductive PnD\Simulations\Draft3.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 9.87756e-006 to 9.88356e-006
Heightened Def Con from 9.88747e-006 to 9.89097e-006
Heightened Def Con from 9.89521e-006 to 9.89871e-006
Heightened Def Con from 9.90321e-006 to 9.90458e-006
Heightened Def Con from 9.90472e-006 to 9.90822e-006
Heightened Def Con from 9.91363e-006 to 9.92176e-006
Heightened Def Con from 9.92263e-006 to 9.92875e-006
Heightened Def Con from 9.92941e-006 to 9.93541e-006
Heightened Def Con from 9.93771e-006 to 9.94371e-006
Heightened Def Con from 9.94679e-006 to 9.95692e-006
Heightened Def Con from 9.95731e-006 to 9.95831e-006
Heightened Def Con from 9.95831e-006 to 9.96181e-006
Heightened Def Con from 9.99186e-006 to 9.99236e-006
Heightened Def Con from 9.99236e-006 to 9.99636e-006
Heightened Def Con from 1.00014e-005 to 1.00016e-005
Heightened Def Con from 1.00016e-005 to 1.00088e-005
Heightened Def Con from 1.00096e-005 to 1.00118e-005
Heightened Def Con from 1.00118e-005 to 1.00189e-005
Heightened Def Con from 1.00189e-005 to 1.00249e-005
Heightened Def Con from 1.00456e-005 to 1.00516e-005
Heightened Def Con from 1.00553e-005 to 1.00563e-005
Heightened Def Con from 1.00563e-005 to 1.00623e-005
Heightened Def Con from 1.00626e-005 to 1.00686e-005
Heightened Def Con from 1.01017e-005 to 1.01098e-005
Heightened Def Con from 1.01109e-005 to 1.01179e-005
Heightened Def Con from 1.01198e-005 to 1.01258e-005
Heightened Def Con from 1.01316e-005 to 1.01326e-005
Heightened Def Con from 1.01326e-005 to 1.01328e-005
Heightened Def Con from 1.01328e-005 to 1.01408e-005
Heightened Def Con from 1.01475e-005 to 1.01485e-005
Heightened Def Con from 1.01485e-005 to 1.01492e-005
Heightened Def Con from 1.01492e-005 to 1.01502e-005
Heightened Def Con from 1.01502e-005 to 1.01522e-005
Heightened Def Con from 1.01522e-005 to 1.01592e-005
Heightened Def Con from 1.01638e-005 to 1.01698e-005
Heightened Def Con from 1.01708e-005 to 1.01778e-005
Heightened Def Con from 1.01814e-005 to 1.01874e-005
Heightened Def Con from 1.01926e-005 to 1.01986e-005
Heightened Def Con from 1.02038e-005 to 1.02119e-005
Heightened Def Con from 1.02127e-005 to 1.02227e-005
Heightened Def Con from 1.02247e-005 to 1.02327e-005
Heightened Def Con from 1.0235e-005 to 1.02362e-005
Heightened Def Con from 1.02364e-005 to 1.02455e-005
Heightened Def Con from 1.02461e-005 to 1.02541e-005
Heightened Def Con from 1.02552e-005 to 1.02632e-005
Heightened Def Con from 1.02638e-005 to 1.02699e-005
Heightened Def Con from 1.02714e-005 to 1.02728e-005
Heightened Def Con from 1.0273e-005 to 1.0279e-005
Heightened Def Con from 1.02841e-005 to 1.02921e-005
Heightened Def Con from 1.02943e-005 to 1.02957e-005
Heightened Def Con from 1.02958e-005 to 1.02993e-005
Heightened Def Con from 1.03041e-005 to 1.03066e-005
Heightened Def Con from 1.03067e-005 to 1.03102e-005
Heightened Def Con from 1.03169e-005 to 1.03179e-005
Heightened Def Con from 1.03179e-005 to 1.03182e-005
Heightened Def Con from 1.03185e-005 to 1.0322e-005
Heightened Def Con from 1.03272e-005 to 1.03332e-005
Heightened Def Con from 1.03351e-005 to 1.03412e-005
Heightened Def Con from 1.03427e-005 to 1.03498e-005
Heightened Def Con from 1.03509e-005 to 1.03519e-005
Heightened Def Con from 1.03519e-005 to 1.03526e-005
Heightened Def Con from 1.03526e-005 to 1.03536e-005
Heightened Def Con from 1.03536e-005 to 1.03571e-005
Heightened Def Con from 1.03729e-005 to 1.03799e-005
Heightened Def Con from 1.03821e-005 to 1.03834e-005
Heightened Def Con from 1.03835e-005 to 1.03907e-005
Heightened Def Con from 1.03913e-005 to 1.03917e-005
Heightened Def Con from 1.03918e-005 to 1.03988e-005
Heightened Def Con from 1.03999e-005 to 1.04059e-005
Heightened Def Con from 1.04136e-005 to 1.04196e-005
Heightened Def Con from 1.04277e-005 to 1.04337e-005
Heightened Def Con from 1.04394e-005 to 1.04474e-005
Heightened Def Con from 1.04514e-005 to 1.04516e-005
Heightened Def Con from 1.0452e-005 to 1.0458e-005
Heightened Def Con from 1.04642e-005 to 1.04702e-005
Heightened Def Con from 1.04755e-005 to 1.04855e-005
Heightened Def Con from 1.04868e-005 to 1.04958e-005
Heightened Def Con from 1.04969e-005 to 1.05029e-005
Heightened Def Con from 1.05047e-005 to 1.05138e-005
Heightened Def Con from 1.05146e-005 to 1.05217e-005
Heightened Def Con from 1.05231e-005 to 1.05236e-005
Heightened Def Con from 1.05237e-005 to 1.0526e-005
Heightened Def Con from 1.05261e-005 to 1.05361e-005
Heightened Def Con from 1.05379e-005 to 1.05459e-005
Heightened Def Con from 1.0548e-005 to 1.05494e-005
Heightened Def Con from 1.05495e-005 to 1.05565e-005
Heightened Def Con from 1.05594e-005 to 1.05608e-005
Heightened Def Con from 1.05609e-005 to 1.05644e-005
Heightened Def Con from 1.05703e-005 to 1.05785e-005
Heightened Def Con from 1.05797e-005 to 1.05849e-005
Heightened Def Con from 1.05864e-005 to 1.05935e-005
Heightened Def Con from 1.05948e-005 to 1.06029e-005
Heightened Def Con from 1.06036e-005 to 1.06116e-005
Heightened Def Con from 1.06126e-005 to 1.06196e-005
Heightened Def Con from 1.06218e-005 to 1.0632e-005
Heightened Def Con from 1.06325e-005 to 1.06385e-005
Heightened Def Con from 1.06434e-005 to 1.06494e-005
Heightened Def Con from 1.06528e-005 to 1.06539e-005
Heightened Def Con from 1.06543e-005 to 1.06623e-005
Heightened Def Con from 1.06644e-005 to 1.06657e-005
Heightened Def Con from 1.0666e-005 to 1.0675e-005
Heightened Def Con from 1.0677e-005 to 1.06805e-005
Heightened Def Con from 1.06857e-005 to 1.06937e-005
Heightened Def Con from 1.06949e-005 to 1.06959e-005
Heightened Def Con from 1.06959e-005 to 1.06962e-005
Heightened Def Con from 1.06962e-005 to 1.07022e-005
Heightened Def Con from 1.07055e-005 to 1.07069e-005
Heightened Def Con from 1.07072e-005 to 1.07132e-005
Heightened Def Con from 1.07159e-005 to 1.07173e-005
Heightened Def Con from 1.07174e-005 to 1.07256e-005
Heightened Def Con from 1.07267e-005 to 1.07338e-005
Heightened Def Con from 1.07344e-005 to 1.07404e-005
Heightened Def Con from 1.07431e-005 to 1.07491e-005
Heightened Def Con from 1.07536e-005 to 1.07596e-005
Heightened Def Con from 1.07665e-005 to 1.07725e-005
Heightened Def Con from 1.07781e-005 to 1.07795e-005
Heightened Def Con from 1.07798e-005 to 1.07802e-005
Heightened Def Con from 1.07803e-005 to 1.07873e-005
Heightened Def Con from 1.07915e-005 to 1.07985e-005
Heightened Def Con from 1.08012e-005 to 1.08047e-005
Heightened Def Con from 1.08087e-005 to 1.08168e-005
Heightened Def Con from 1.08175e-005 to 1.08179e-005
Heightened Def Con from 1.0818e-005 to 1.0824e-005
Heightened Def Con from 1.08263e-005 to 1.08267e-005
Heightened Def Con from 1.08268e-005 to 1.08329e-005
Heightened Def Con from 1.08337e-005 to 1.08397e-005
Heightened Def Con from 1.08414e-005 to 1.08484e-005
Heightened Def Con from 1.08511e-005 to 1.08571e-005
Heightened Def Con from 1.08607e-005 to 1.08667e-005
Heightened Def Con from 1.08729e-005 to 1.08829e-005
Heightened Def Con from 1.08848e-005 to 1.08918e-005
Heightened Def Con from 1.08955e-005 to 1.09015e-005
Heightened Def Con from 1.09049e-005 to 1.09109e-005
Heightened Def Con from 1.09135e-005 to 1.09139e-005
Heightened Def Con from 1.0914e-005 to 1.09175e-005
Heightened Def Con from 1.09217e-005 to 1.09252e-005
Heightened Def Con from 1.09297e-005 to 1.09357e-005
Heightened Def Con from 1.09386e-005 to 1.09457e-005
Heightened Def Con from 1.0947e-005 to 1.09541e-005
Heightened Def Con from 1.09551e-005 to 1.09561e-005
Heightened Def Con from 1.09561e-005 to 1.09563e-005
Heightened Def Con from 1.09563e-005 to 1.09623e-005
Heightened Def Con from 1.09707e-005 to 1.09767e-005
Heightened Def Con from 1.09814e-005 to 1.09894e-005
Heightened Def Con from 1.09902e-005 to 1.09963e-005
Heightened Def Con from 1.09969e-005 to 1.10029e-005
Heightened Def Con from 1.10048e-005 to 1.10138e-005
Heightened Def Con from 1.10148e-005 to 1.10208e-005
Heightened Def Con from 1.10256e-005 to 1.10316e-005
Heightened Def Con from 1.10379e-005 to 1.10479e-005
Heightened Def Con from 1.10497e-005 to 1.10567e-005
Heightened Def Con from 1.10606e-005 to 1.10697e-005
Heightened Def Con from 1.10705e-005 to 1.10719e-005
Heightened Def Con from 1.1072e-005 to 1.1079e-005
Heightened Def Con from 1.10809e-005 to 1.1082e-005
Heightened Def Con from 1.10822e-005 to 1.10892e-005
Heightened Def Con from 1.1092e-005 to 1.11001e-005
Heightened Def Con from 1.11012e-005 to 1.11072e-005
Heightened Def Con from 1.11097e-005 to 1.11108e-005
Heightened Def Con from 1.11109e-005 to 1.11179e-005
Heightened Def Con from 1.11194e-005 to 1.11254e-005
Heightened Def Con from 1.11273e-005 to 1.11363e-005
Heightened Def Con from 1.11375e-005 to 1.11455e-005
Heightened Def Con from 1.1148e-005 to 1.11581e-005
Heightened Def Con from 1.11588e-005 to 1.11668e-005
Heightened Def Con from 1.11693e-005 to 1.11784e-005
Heightened Def Con from 1.11798e-005 to 1.11812e-005
Heightened Def Con from 1.11814e-005 to 1.11894e-005
Heightened Def Con from 1.11929e-005 to 1.11964e-005
Heightened Def Con from 1.12019e-005 to 1.12054e-005
Heightened Def Con from 1.12115e-005 to 1.1215e-005
Heightened Def Con from 1.12197e-005 to 1.12232e-005
Heightened Def Con from 1.12268e-005 to 1.12278e-005
Heightened Def Con from 1.12278e-005 to 1.12313e-005
Heightened Def Con from 1.12315e-005 to 1.12385e-005
Heightened Def Con from 1.1242e-005 to 1.12481e-005
Heightened Def Con from 1.12493e-005 to 1.12497e-005
Heightened Def Con from 1.12498e-005 to 1.12503e-005
Heightened Def Con from 1.12504e-005 to 1.12555e-005
Heightened Def Con from 1.1257e-005 to 1.1263e-005
Heightened Def Con from 1.12649e-005 to 1.12662e-005
Heightened Def Con from 1.12664e-005 to 1.12755e-005
Heightened Def Con from 1.12761e-005 to 1.12821e-005
Heightened Def Con from 1.12861e-005 to 1.12866e-005
Heightened Def Con from 1.12868e-005 to 1.12878e-005
Heightened Def Con from 1.12878e-005 to 1.12913e-005
Heightened Def Con from 1.13215e-005 to 1.13245e-005
Heightened Def Con from 1.13314e-005 to 1.13334e-005
Heightened Def Con from 1.13334e-005 to 1.13394e-005
Heightened Def Con from 1.13419e-005 to 1.13429e-005
Heightened Def Con from 1.13429e-005 to 1.13431e-005
Heightened Def Con from 1.13431e-005 to 1.13481e-005
Heightened Def Con from 1.13482e-005 to 1.13542e-005
Heightened Def Con from 1.1387e-005 to 1.1394e-005
Heightened Def Con from 1.14013e-005 to 1.14083e-005
Heightened Def Con from 1.14437e-005 to 1.14472e-005
Heightened Def Con from 1.14533e-005 to 1.14568e-005
Heightened Def Con from 1.14598e-005 to 1.14619e-005
Heightened Def Con from 1.1462e-005 to 1.1468e-005
Heightened Def Con from 1.14696e-005 to 1.14756e-005
Heightened Def Con from 1.14795e-005 to 1.14865e-005
Heightened Def Con from 1.15196e-005 to 1.15207e-005
Heightened Def Con from 1.1521e-005 to 1.1528e-005
Heightened Def Con from 1.1531e-005 to 1.15314e-005
Heightened Def Con from 1.15315e-005 to 1.15376e-005
Heightened Def Con from 1.15385e-005 to 1.15455e-005
Heightened Def Con from 1.15509e-005 to 1.15519e-005
Heightened Def Con from 1.15519e-005 to 1.15629e-005
Heightened Def Con from 1.1575e-005 to 1.1584e-005
Heightened Def Con from 1.15855e-005 to 1.15865e-005
Heightened Def Con from 1.15865e-005 to 1.159e-005
Heightened Def Con from 1.16204e-005 to 1.16264e-005
Heightened Def Con from 1.16296e-005 to 1.16356e-005
Heightened Def Con from 1.16373e-005 to 1.16433e-005
Heightened Def Con from 1.16757e-005 to 1.16817e-005
Heightened Def Con from 1.16875e-005 to 1.16935e-005
Heightened Def Con from 1.16987e-005 to 1.17047e-005
Heightened Def Con from 1.17105e-005 to 1.17165e-005
Heightened Def Con from 1.17212e-005 to 1.17272e-005
Heightened Def Con from 1.17302e-005 to 1.17306e-005
Heightened Def Con from 1.17307e-005 to 1.17397e-005
Heightened Def Con from 1.1742e-005 to 1.1752e-005
Heightened Def Con from 1.1754e-005 to 1.1763e-005
Heightened Def Con from 1.17656e-005 to 1.1767e-005
Heightened Def Con from 1.17674e-005 to 1.17678e-005
Heightened Def Con from 1.17678e-005 to 1.17748e-005
Heightened Def Con from 1.17785e-005 to 1.17845e-005
Heightened Def Con from 1.1787e-005 to 1.1794e-005
Heightened Def Con from 1.17947e-005 to 1.18019e-005
Heightened Def Con from 1.18031e-005 to 1.18036e-005
Heightened Def Con from 1.18038e-005 to 1.18048e-005
Heightened Def Con from 1.18048e-005 to 1.1805e-005
Heightened Def Con from 1.1805e-005 to 1.1811e-005
Heightened Def Con from 1.18188e-005 to 1.18248e-005
Heightened Def Con from 1.18296e-005 to 1.18331e-005
Heightened Def Con from 1.18375e-005 to 1.18445e-005
Heightened Def Con from 1.18457e-005 to 1.18529e-005
Heightened Def Con from 1.18537e-005 to 1.18547e-005
Heightened Def Con from 1.18547e-005 to 1.18617e-005
Heightened Def Con from 1.18638e-005 to 1.18698e-005
Heightened Def Con from 1.18752e-005 to 1.18812e-005
Heightened Def Con from 1.18875e-005 to 1.18935e-005
Heightened Def Con from 1.18984e-005 to 1.18996e-005
Heightened Def Con from 1.18996e-005 to 1.19056e-005
Heightened Def Con from 1.1909e-005 to 1.19104e-005
Heightened Def Con from 1.19108e-005 to 1.19178e-005
Heightened Def Con from 1.19222e-005 to 1.19292e-005
Heightened Def Con from 1.19324e-005 to 1.19334e-005
Heightened Def Con from 1.19334e-005 to 1.1934e-005
Heightened Def Con from 1.1934e-005 to 1.1935e-005
Heightened Def Con from 1.1935e-005 to 1.19353e-005
Heightened Def Con from 1.19353e-005 to 1.19443e-005
Heightened Def Con from 1.19465e-005 to 1.19516e-005
Heightened Def Con from 1.19527e-005 to 1.19587e-005
Heightened Def Con from 1.19607e-005 to 1.19667e-005
Heightened Def Con from 1.19697e-005 to 1.19701e-005
Heightened Def Con from 1.19704e-005 to 1.19764e-005
Heightened Def Con from 1.19806e-005 to 1.19866e-005
Heightened Def Con from 1.19925e-005 to 1.19985e-005
Heightened Def Con from 1.20029e-005 to 1.2004e-005
Heightened Def Con from 1.20044e-005 to 1.20144e-005
Heightened Def Con from 1.20157e-005 to 1.20192e-005
Heightened Def Con from 1.20253e-005 to 1.20323e-005
Heightened Def Con from 1.20349e-005 to 1.20359e-005
Heightened Def Con from 1.20359e-005 to 1.20362e-005
Heightened Def Con from 1.20362e-005 to 1.20432e-005
Heightened Def Con from 1.2046e-005 to 1.20471e-005
Heightened Def Con from 1.20474e-005 to 1.20509e-005
Heightened Def Con from 1.20568e-005 to 1.20628e-005
Heightened Def Con from 1.20654e-005 to 1.20714e-005
Heightened Def Con from 1.20733e-005 to 1.20793e-005
Heightened Def Con from 1.20818e-005 to 1.20878e-005
Heightened Def Con from 1.20905e-005 to 1.2091e-005
Heightened Def Con from 1.20911e-005 to 1.20971e-005
Heightened Def Con from 1.21006e-005 to 1.21066e-005
Heightened Def Con from 1.21119e-005 to 1.21123e-005
Heightened Def Con from 1.21124e-005 to 1.21184e-005
Heightened Def Con from 1.21227e-005 to 1.21238e-005
Heightened Def Con from 1.21238e-005 to 1.21298e-005
Heightened Def Con from 1.21358e-005 to 1.21438e-005
Heightened Def Con from 1.2148e-005 to 1.2155e-005
Heightened Def Con from 1.21583e-005 to 1.21653e-005
Heightened Def Con from 1.21669e-005 to 1.21749e-005
Heightened Def Con from 1.21757e-005 to 1.21827e-005
Heightened Def Con from 1.2184e-005 to 1.21844e-005
Heightened Def Con from 1.21845e-005 to 1.21925e-005
Heightened Def Con from 1.21932e-005 to 1.22013e-005
Heightened Def Con from 1.22023e-005 to 1.22105e-005
Heightened Def Con from 1.22118e-005 to 1.22198e-005
Heightened Def Con from 1.22207e-005 to 1.22298e-005
Heightened Def Con from 1.22305e-005 to 1.22376e-005
Heightened Def Con from 1.22389e-005 to 1.22401e-005
Heightened Def Con from 1.22403e-005 to 1.22463e-005
Heightened Def Con from 1.22503e-005 to 1.22585e-005
Heightened Def Con from 1.22594e-005 to 1.22686e-005
Heightened Def Con from 1.22695e-005 to 1.22755e-005
Heightened Def Con from 1.22789e-005 to 1.22859e-005
Heightened Def Con from 1.22873e-005 to 1.22965e-005
Heightened Def Con from 1.22977e-005 to 1.23057e-005
Heightened Def Con from 1.23074e-005 to 1.23086e-005
Heightened Def Con from 1.23086e-005 to 1.23177e-005
Heightened Def Con from 1.23185e-005 to 1.23266e-005
Heightened Def Con from 1.23279e-005 to 1.2335e-005
Heightened Def Con from 1.23366e-005 to 1.23436e-005
Heightened Def Con from 1.23456e-005 to 1.23547e-005
Heightened Def Con from 1.23552e-005 to 1.23622e-005
Heightened Def Con from 1.2363e-005 to 1.23721e-005
Heightened Def Con from 1.23726e-005 to 1.23818e-005
Heightened Def Con from 1.23823e-005 to 1.23834e-005
Heightened Def Con from 1.23836e-005 to 1.23927e-005
Heightened Def Con from 1.23935e-005 to 1.23946e-005
Heightened Def Con from 1.23947e-005 to 1.24038e-005
Heightened Def Con from 1.24045e-005 to 1.24127e-005
Heightened Def Con from 1.24134e-005 to 1.24205e-005
Heightened Def Con from 1.24219e-005 to 1.24224e-005
Heightened Def Con from 1.24226e-005 to 1.24286e-005
Heightened Def Con from 1.24314e-005 to 1.24328e-005
Heightened Def Con from 1.2433e-005 to 1.2439e-005
Heightened Def Con from 1.24435e-005 to 1.24516e-005
Heightened Def Con from 1.24529e-005 to 1.24543e-005
Heightened Def Con from 1.24545e-005 to 1.24615e-005
Heightened Def Con from 1.24675e-005 to 1.2471e-005
Heightened Def Con from 1.24777e-005 to 1.24812e-005
Heightened Def Con from 1.24856e-005 to 1.24891e-005
Heightened Def Con from 1.24928e-005 to 1.25001e-005
Heightened Def Con from 1.25011e-005 to 1.25024e-005
Heightened Def Con from 1.25026e-005 to 1.25086e-005
Heightened Def Con from 1.2511e-005 to 1.25191e-005
Heightened Def Con from 1.25199e-005 to 1.25204e-005
Heightened Def Con from 1.25206e-005 to 1.25216e-005
Heightened Def Con from 1.25216e-005 to 1.25222e-005
Heightened Def Con from 1.25222e-005 to 1.25232e-005
Heightened Def Con from 1.25232e-005 to 1.25235e-005
Heightened Def Con from 1.25235e-005 to 1.25295e-005
Heightened Def Con from 1.25355e-005 to 1.25365e-005
Heightened Def Con from 1.25365e-005 to 1.25368e-005
Heightened Def Con from 1.25368e-005 to 1.25458e-005
Heightened Def Con from 1.25473e-005 to 1.25564e-005
Heightened Def Con from 1.25573e-005 to 1.25596e-005
Heightened Def Con from 1.25597e-005 to 1.25677e-005
Heightened Def Con from 1.25692e-005 to 1.25752e-005
Heightened Def Con from 1.25782e-005 to 1.25794e-005
Heightened Def Con from 1.25794e-005 to 1.25854e-005
Heightened Def Con from 1.25884e-005 to 1.25895e-005
Heightened Def Con from 1.25896e-005 to 1.25956e-005
Heightened Def Con from 1.26003e-005 to 1.26017e-005
Heightened Def Con from 1.26018e-005 to 1.26078e-005
Heightened Def Con from 1.26113e-005 to 1.26173e-005
Heightened Def Con from 1.26208e-005 to 1.26218e-005
Heightened Def Con from 1.26218e-005 to 1.26249e-005
Heightened Def Con from 1.26249e-005 to 1.26339e-005
Heightened Def Con from 1.26389e-005 to 1.26459e-005
Heightened Def Con from 1.26486e-005 to 1.26509e-005
Heightened Def Con from 1.2651e-005 to 1.26545e-005
Heightened Def Con from 1.266e-005 to 1.26611e-005
Heightened Def Con from 1.26612e-005 to 1.26647e-005
Heightened Def Con from 1.26709e-005 to 1.26769e-005
Heightened Def Con from 1.26786e-005 to 1.26799e-005
Heightened Def Con from 1.26801e-005 to 1.26861e-005
Heightened Def Con from 1.26876e-005 to 1.2689e-005
Heightened Def Con from 1.26892e-005 to 1.26983e-005
Heightened Def Con from 1.26989e-005 to 1.26999e-005
Heightened Def Con from 1.26999e-005 to 1.2703e-005
Heightened Def Con from 1.27031e-005 to 1.27121e-005
Heightened Def Con from 1.27166e-005 to 1.27177e-005
Heightened Def Con from 1.27179e-005 to 1.27249e-005
Heightened Def Con from 1.27274e-005 to 1.27288e-005
Heightened Def Con from 1.27289e-005 to 1.27349e-005
Heightened Def Con from 1.27382e-005 to 1.27452e-005
Heightened Def Con from 1.27465e-005 to 1.27525e-005
Heightened Def Con from 1.2758e-005 to 1.2764e-005
Heightened Def Con from 1.27708e-005 to 1.27768e-005
Heightened Def Con from 1.27821e-005 to 1.27881e-005
Heightened Def Con from 1.27925e-005 to 1.27995e-005
Heightened Def Con from 1.28017e-005 to 1.28077e-005
Heightened Def Con from 1.28112e-005 to 1.28123e-005
Heightened Def Con from 1.28124e-005 to 1.28134e-005
Heightened Def Con from 1.28134e-005 to 1.28165e-005
Heightened Def Con from 1.28165e-005 to 1.28225e-005
Heightened Def Con from 1.2829e-005 to 1.28294e-005
Heightened Def Con from 1.28295e-005 to 1.2833e-005
Heightened Def Con from 1.28369e-005 to 1.28379e-005
Heightened Def Con from 1.28379e-005 to 1.28414e-005
Heightened Def Con from 1.28416e-005 to 1.28451e-005
Heightened Def Con from 1.28524e-005 to 1.28604e-005
Heightened Def Con from 1.28611e-005 to 1.28672e-005
Heightened Def Con from 1.28684e-005 to 1.28746e-005
Heightened Def Con from 1.28752e-005 to 1.28832e-005
Heightened Def Con from 1.28851e-005 to 1.28856e-005
Heightened Def Con from 1.28857e-005 to 1.28927e-005
Heightened Def Con from 1.28962e-005 to 1.28972e-005
Heightened Def Con from 1.28972e-005 to 1.28978e-005
Heightened Def Con from 1.28979e-005 to 1.28989e-005
Heightened Def Con from 1.28989e-005 to 1.28991e-005
Heightened Def Con from 1.28991e-005 to 1.29061e-005
Heightened Def Con from 1.29146e-005 to 1.29216e-005
Heightened Def Con from 1.29237e-005 to 1.29272e-005
Heightened Def Con from 1.2931e-005 to 1.29382e-005
Heightened Def Con from 1.29391e-005 to 1.29401e-005
Heightened Def Con from 1.29402e-005 to 1.29408e-005
Heightened Def Con from 1.29408e-005 to 1.29418e-005
Heightened Def Con from 1.29418e-005 to 1.2942e-005
Heightened Def Con from 1.2942e-005 to 1.2948e-005
Heightened Def Con from 1.29543e-005 to 1.29604e-005
Heightened Def Con from 1.29611e-005 to 1.29681e-005
Heightened Def Con from 1.29698e-005 to 1.29758e-005
Heightened Def Con from 1.29779e-005 to 1.29839e-005
Heightened Def Con from 1.29876e-005 to 1.29936e-005
Heightened Def Con from 1.29985e-005 to 1.30045e-005
Heightened Def Con from 1.30078e-005 to 1.30148e-005
Heightened Def Con from 1.30167e-005 to 1.30227e-005
Heightened Def Con from 1.30258e-005 to 1.30318e-005
Heightened Def Con from 1.30364e-005 to 1.30374e-005
Heightened Def Con from 1.30374e-005 to 1.30394e-005
Heightened Def Con from 1.30394e-005 to 1.30505e-005
Heightened Def Con from 1.30522e-005 to 1.30602e-005
Heightened Def Con from 1.30623e-005 to 1.30658e-005
Heightened Def Con from 1.30694e-005 to 1.30774e-005
Heightened Def Con from 1.30783e-005 to 1.30844e-005
Heightened Def Con from 1.30859e-005 to 1.30939e-005
Heightened Def Con from 1.30948e-005 to 1.31028e-005
Heightened Def Con from 1.31035e-005 to 1.31125e-005
Heightened Def Con from 1.31136e-005 to 1.31216e-005
Heightened Def Con from 1.31228e-005 to 1.31319e-005
Heightened Def Con from 1.31325e-005 to 1.31396e-005
Heightened Def Con from 1.31404e-005 to 1.31465e-005
Heightened Def Con from 1.31479e-005 to 1.31493e-005
Heightened Def Con from 1.31495e-005 to 1.31555e-005
Heightened Def Con from 1.31592e-005 to 1.31672e-005
Heightened Def Con from 1.317e-005 to 1.3177e-005
Heightened Def Con from 1.31803e-005 to 1.31863e-005
Heightened Def Con from 1.31896e-005 to 1.31909e-005
Heightened Def Con from 1.31911e-005 to 1.32002e-005
Heightened Def Con from 1.32009e-005 to 1.3209e-005
Heightened Def Con from 1.32097e-005 to 1.32168e-005
Heightened Def Con from 1.3218e-005 to 1.32184e-005
Heightened Def Con from 1.32185e-005 to 1.32245e-005
Heightened Def Con from 1.3227e-005 to 1.32351e-005
Heightened Def Con from 1.32359e-005 to 1.3245e-005
Heightened Def Con from 1.32455e-005 to 1.32515e-005
Heightened Def Con from 1.32549e-005 to 1.3256e-005
Heightened Def Con from 1.32561e-005 to 1.32621e-005
Heightened Def Con from 1.32683e-005 to 1.32763e-005
Heightened Def Con from 1.32791e-005 to 1.32871e-005
Heightened Def Con from 1.32887e-005 to 1.32958e-005
Heightened Def Con from 1.32973e-005 to 1.33044e-005
Heightened Def Con from 1.33056e-005 to 1.3306e-005
Heightened Def Con from 1.33061e-005 to 1.33133e-005
Heightened Def Con from 1.33143e-005 to 1.33155e-005
Heightened Def Con from 1.33156e-005 to 1.33216e-005
Heightened Def Con from 1.33262e-005 to 1.33342e-005
Heightened Def Con from 1.33363e-005 to 1.33455e-005
Heightened Def Con from 1.33462e-005 to 1.33476e-005
Heightened Def Con from 1.33477e-005 to 1.33557e-005
Heightened Def Con from 1.33572e-005 to 1.33652e-005
Heightened Def Con from 1.33667e-005 to 1.33748e-005
Heightened Def Con from 1.33763e-005 to 1.33833e-005
Heightened Def Con from 1.33847e-005 to 1.33938e-005
Heightened Def Con from 1.33944e-005 to 1.34016e-005
Heightened Def Con from 1.34026e-005 to 1.34038e-005
Heightened Def Con from 1.34041e-005 to 1.34131e-005
Heightened Def Con from 1.34149e-005 to 1.34219e-005
Heightened Def Con from 1.34251e-005 to 1.34321e-005
Heightened Def Con from 1.34347e-005 to 1.34428e-005
Heightened Def Con from 1.34434e-005 to 1.34505e-005
Heightened Def Con from 1.34516e-005 to 1.3452e-005
Heightened Def Con from 1.34521e-005 to 1.34583e-005
Heightened Def Con from 1.34595e-005 to 1.34655e-005
Heightened Def Con from 1.34689e-005 to 1.347e-005
Heightened Def Con from 1.34701e-005 to 1.34761e-005
Heightened Def Con from 1.34796e-005 to 1.34887e-005
Heightened Def Con from 1.34895e-005 to 1.34965e-005
Heightened Def Con from 1.34986e-005 to 1.35056e-005
Heightened Def Con from 1.35088e-005 to 1.35168e-005
Heightened Def Con from 1.35183e-005 to 1.35264e-005
Heightened Def Con from 1.35271e-005 to 1.35332e-005
Heightened Def Con from 1.35344e-005 to 1.35426e-005
Heightened Def Con from 1.35437e-005 to 1.35451e-005
Heightened Def Con from 1.35452e-005 to 1.35544e-005
Heightened Def Con from 1.35558e-005 to 1.3564e-005
Heightened Def Con from 1.35652e-005 to 1.35743e-005
Heightened Def Con from 1.35752e-005 to 1.35833e-005
Heightened Def Con from 1.35848e-005 to 1.35929e-005
Heightened Def Con from 1.35935e-005 to 1.36017e-005
Heightened Def Con from 1.36024e-005 to 1.36095e-005
Heightened Def Con from 1.3611e-005 to 1.3612e-005
Heightened Def Con from 1.3612e-005 to 1.36151e-005
Heightened Def Con from 1.36152e-005 to 1.36152e-005
Heightened Def Con from 1.36152e-005 to 1.36162e-005
Heightened Def Con from 1.36162e-005 to 1.36164e-005
Heightened Def Con from 1.36164e-005 to 1.36199e-005
Heightened Def Con from 1.36315e-005 to 1.36317e-005
Heightened Def Con from 1.36317e-005 to 1.36399e-005
Heightened Def Con from 1.36406e-005 to 1.36441e-005
Heightened Def Con from 1.36443e-005 to 1.36494e-005
Heightened Def Con from 1.36497e-005 to 1.36557e-005
Heightened Def Con from 1.36604e-005 to 1.36704e-005
